分拣中心,日期,小时,货量
SC56,2023-12-28,23,182
SC56,2023-12-29,0,9
SC56,2023-12-29,1,17
SC56,2023-12-29,2,16
SC56,2023-12-29,3,16
SC56,2023-12-29,4,12
SC56,2023-12-29,5,12
SC56,2023-12-29,6,10
SC56,2023-12-29,7,39
SC56,2023-12-29,8,43
SC56,2023-12-29,9,54
SC56,2023-12-29,10,102
SC56,2023-12-29,11,170
SC56,2023-12-29,12,12
SC56,2023-12-29,13,97
SC56,2023-12-29,14,89
SC56,2023-12-29,15,79
SC56,2023-12-29,16,75
SC56,2023-12-29,17,25
SC56,2023-12-29,18,164
SC56,2023-12-29,19,136
SC56,2023-12-29,20,139
SC56,2023-12-29,21,133
SC56,2023-12-29,22,138
SC56,2023-12-29,23,198
SC56,2023-12-30,0,8
SC56,2023-12-30,1,17
SC56,2023-12-30,2,15
SC56,2023-12-30,3,15
SC56,2023-12-30,4,12
SC56,2023-12-30,5,12
SC56,2023-12-30,6,10
SC56,2023-12-30,7,38
SC56,2023-12-30,8,42
SC56,2023-12-30,9,53
SC56,2023-12-30,10,100
SC56,2023-12-30,11,167
SC56,2023-12-30,12,12
SC56,2023-12-30,13,95
SC56,2023-12-30,14,87
SC56,2023-12-30,15,78
SC56,2023-12-30,16,74
SC56,2023-12-30,17,24
SC56,2023-12-30,18,161
SC56,2023-12-30,19,134
SC56,2023-12-30,20,136
SC56,2023-12-30,21,131
SC56,2023-12-30,22,136
SC56,2023-12-30,23,194
SC57,2023-12-1,0,753
SC57,2023-12-1,1,638
SC57,2023-12-1,2,785
SC57,2023-12-1,3,1118
SC57,2023-12-1,4,1057
SC57,2023-12-1,5,218
SC57,2023-12-1,6,51
SC57,2023-12-1,7,182
SC57,2023-12-1,8,188
SC57,2023-12-1,9,363
SC57,2023-12-1,10,269
SC57,2023-12-1,11,259
SC57,2023-12-1,12,373
SC57,2023-12-1,13,410
SC57,2023-12-1,14,266
SC57,2023-12-1,15,46
SC57,2023-12-1,16,69
SC57,2023-12-1,17,61
SC57,2023-12-1,18,355
SC57,2023-12-1,19,430
SC57,2023-12-1,20,371
SC57,2023-12-1,21,483
SC57,2023-12-1,22,357
SC57,2023-12-1,23,501
SC57,2023-12-2,0,880
SC57,2023-12-2,1,745
SC57,2023-12-2,2,917
SC57,2023-12-2,3,1307
SC57,2023-12-2,4,1235
SC57,2023-12-2,5,254
SC57,2023-12-2,6,59
SC57,2023-12-2,7,212
SC57,2023-12-2,8,220
SC57,2023-12-2,9,425
SC57,2023-12-2,10,314
SC57,2023-12-2,11,303
SC57,2023-12-2,12,436
SC57,2023-12-2,13,479
SC57,2023-12-2,14,311
SC57,2023-12-2,15,54
SC57,2023-12-2,16,81
SC57,2023-12-2,17,72
SC57,2023-12-2,18,415
SC57,2023-12-2,19,502
SC57,2023-12-2,20,434
SC57,2023-12-2,21,565
SC57,2023-12-2,22,417
SC57,2023-12-2,23,586
SC57,2023-12-3,0,973
SC57,2023-12-3,1,824
SC57,2023-12-3,2,1014
SC57,2023-12-3,3,1445
SC57,2023-12-3,4,1366
SC57,2023-12-3,5,281
SC57,2023-12-3,6,66
SC57,2023-12-3,7,235
SC57,2023-12-3,8,243
SC57,2023-12-3,9,470
SC57,2023-12-3,10,347
SC57,2023-12-3,11,335
SC57,2023-12-3,12,482
SC57,2023-12-3,13,529
SC57,2023-12-3,14,344
SC57,2023-12-3,15,60
SC57,2023-12-3,16,89
SC57,2023-12-3,17,79
SC57,2023-12-3,18,459
SC57,2023-12-3,19,556
SC57,2023-12-3,20,479
SC57,2023-12-3,21,625
SC57,2023-12-3,22,461
SC57,2023-12-3,23,648
SC57,2023-12-4,0,901
SC57,2023-12-4,1,763
SC57,2023-12-4,2,939
SC57,2023-12-4,3,1338
SC57,2023-12-4,4,1265
SC57,2023-12-4,5,261
SC57,2023-12-4,6,61
SC57,2023-12-4,7,217
SC57,2023-12-4,8,225
SC57,2023-12-4,9,435
SC57,2023-12-4,10,322
SC57,2023-12-4,11,310
SC57,2023-12-4,12,446
SC57,2023-12-4,13,490
SC57,2023-12-4,14,318
SC57,2023-12-4,15,55
SC57,2023-12-4,16,83
SC57,2023-12-4,17,73
SC57,2023-12-4,18,425
SC57,2023-12-4,19,515
SC57,2023-12-4,20,444
SC57,2023-12-4,21,578
SC57,2023-12-4,22,427
SC57,2023-12-4,23,600
SC57,2023-12-5,0,807
SC57,2023-12-5,1,683
SC57,2023-12-5,2,841
SC57,2023-12-5,3,1198
SC57,2023-12-5,4,1132
SC57,2023-12-5,5,233
SC57,2023-12-5,6,55
SC57,2023-12-5,7,194
SC57,2023-12-5,8,201
SC57,2023-12-5,9,389
SC57,2023-12-5,10,288
SC57,2023-12-5,11,278
SC57,2023-12-5,12,399
SC57,2023-12-5,13,439
SC57,2023-12-5,14,285
SC57,2023-12-5,15,50
SC57,2023-12-5,16,74
SC57,2023-12-5,17,66
SC57,2023-12-5,18,380
SC57,2023-12-5,19,461
SC57,2023-12-5,20,397
SC57,2023-12-5,21,518
SC57,2023-12-5,22,382
SC57,2023-12-5,23,537
SC57,2023-12-6,0,764
SC57,2023-12-6,1,647
SC57,2023-12-6,2,797
SC57,2023-12-6,3,1135
SC57,2023-12-6,4,1072
SC57,2023-12-6,5,221
SC57,2023-12-6,6,52
SC57,2023-12-6,7,184
SC57,2023-12-6,8,191
SC57,2023-12-6,9,369
SC57,2023-12-6,10,273
SC57,2023-12-6,11,263
SC57,2023-12-6,12,378
SC57,2023-12-6,13,416
SC57,2023-12-6,14,270
SC57,2023-12-6,15,47
SC57,2023-12-6,16,70
SC57,2023-12-6,17,62
SC57,2023-12-6,18,360
SC57,2023-12-6,19,436
SC57,2023-12-6,20,376
SC57,2023-12-6,21,491
SC57,2023-12-6,22,362
SC57,2023-12-6,23,509
SC57,2023-12-7,0,714
SC57,2023-12-7,1,605
SC57,2023-12-7,2,744
SC57,2023-12-7,3,1060
SC57,2023-12-7,4,1002
SC57,2023-12-7,5,206
SC57,2023-12-7,6,48
SC57,2023-12-7,7,172
SC57,2023-12-7,8,178
SC57,2023-12-7,9,345
SC57,2023-12-7,10,255
SC57,2023-12-7,11,246
SC57,2023-12-7,12,353
SC57,2023-12-7,13,388
SC57,2023-12-7,14,252
SC57,2023-12-7,15,44
SC57,2023-12-7,16,65
SC57,2023-12-7,17,58
SC57,2023-12-7,18,336
SC57,2023-12-7,19,408
SC57,2023-12-7,20,352
SC57,2023-12-7,21,458
SC57,2023-12-7,22,338
SC57,2023-12-7,23,475
SC57,2023-12-8,0,707
SC57,2023-12-8,1,599
SC57,2023-12-8,2,737
SC57,2023-12-8,3,1049
SC57,2023-12-8,4,992
SC57,2023-12-8,5,204
SC57,2023-12-8,6,48
SC57,2023-12-8,7,170
SC57,2023-12-8,8,176
SC57,2023-12-8,9,341
SC57,2023-12-8,10,252
SC57,2023-12-8,11,243
SC57,2023-12-8,12,350
SC57,2023-12-8,13,384
SC57,2023-12-8,14,250
SC57,2023-12-8,15,43
SC57,2023-12-8,16,65
SC57,2023-12-8,17,58
SC57,2023-12-8,18,333
SC57,2023-12-8,19,403
SC57,2023-12-8,20,348
SC57,2023-12-8,21,454
SC57,2023-12-8,22,335
SC57,2023-12-8,23,470
SC57,2023-12-9,0,711
SC57,2023-12-9,1,602
SC57,2023-12-9,2,741
SC57,2023-12-9,3,1055
SC57,2023-12-9,4,997
SC57,2023-12-9,5,205
SC57,2023-12-9,6,48
SC57,2023-12-9,7,171
SC57,2023-12-9,8,177
SC57,2023-12-9,9,343
SC57,2023-12-9,10,254
SC57,2023-12-9,11,245
SC57,2023-12-9,12,352
SC57,2023-12-9,13,386
SC57,2023-12-9,14,251
SC57,2023-12-9,15,44
SC57,2023-12-9,16,65
SC57,2023-12-9,17,58
SC57,2023-12-9,18,335
SC57,2023-12-9,19,406
SC57,2023-12-9,20,350
SC57,2023-12-9,21,456
SC57,2023-12-9,22,337
SC57,2023-12-9,23,473
SC57,2023-12-10,0,730
SC57,2023-12-10,1,619
SC57,2023-12-10,2,761
SC57,2023-12-10,3,1084
SC57,2023-12-10,4,1025
SC57,2023-12-10,5,211
SC57,2023-12-10,6,49
SC57,2023-12-10,7,176
SC57,2023-12-10,8,182
SC57,2023-12-10,9,352
SC57,2023-12-10,10,261
SC57,2023-12-10,11,251
SC57,2023-12-10,12,361
SC57,2023-12-10,13,397
SC57,2023-12-10,14,258
SC57,2023-12-10,15,45
SC57,2023-12-10,16,67
SC57,2023-12-10,17,59
SC57,2023-12-10,18,344
SC57,2023-12-10,19,417
SC57,2023-12-10,20,360
SC57,2023-12-10,21,469
SC57,2023-12-10,22,346
SC57,2023-12-10,23,486
SC57,2023-12-11,0,746
SC57,2023-12-11,1,632
SC57,2023-12-11,2,778
SC57,2023-12-11,3,1107
SC57,2023-12-11,4,1047
SC57,2023-12-11,5,216
SC57,2023-12-11,6,50
SC57,2023-12-11,7,180
SC57,2023-12-11,8,186
SC57,2023-12-11,9,360
SC57,2023-12-11,10,266
SC57,2023-12-11,11,257
SC57,2023-12-11,12,369
SC57,2023-12-11,13,406
SC57,2023-12-11,14,263
SC57,2023-12-11,15,46
SC57,2023-12-11,16,68
SC57,2023-12-11,17,61
SC57,2023-12-11,18,352
SC57,2023-12-11,19,426
SC57,2023-12-11,20,367
SC57,2023-12-11,21,479
SC57,2023-12-11,22,353
SC57,2023-12-11,23,496
SC57,2023-12-12,0,894
SC57,2023-12-12,1,757
SC57,2023-12-12,2,932
SC57,2023-12-12,3,1327
SC57,2023-12-12,4,1254
SC57,2023-12-12,5,258
SC57,2023-12-12,6,60
SC57,2023-12-12,7,216
SC57,2023-12-12,8,223
SC57,2023-12-12,9,431
SC57,2023-12-12,10,319
SC57,2023-12-12,11,308
SC57,2023-12-12,12,442
SC57,2023-12-12,13,486
SC57,2023-12-12,14,316
SC57,2023-12-12,15,55
SC57,2023-12-12,16,82
SC57,2023-12-12,17,73
SC57,2023-12-12,18,421
SC57,2023-12-12,19,510
SC57,2023-12-12,20,440
SC57,2023-12-12,21,574
SC57,2023-12-12,22,424
SC57,2023-12-12,23,595
SC57,2023-12-13,0,991
SC57,2023-12-13,1,839
SC57,2023-12-13,2,1032
SC57,2023-12-13,3,1470
SC57,2023-12-13,4,1390
SC57,2023-12-13,5,286
SC57,2023-12-13,6,67
SC57,2023-12-13,7,239
SC57,2023-12-13,8,247
SC57,2023-12-13,9,478
SC57,2023-12-13,10,354
SC57,2023-12-13,11,341
SC57,2023-12-13,12,490
SC57,2023-12-13,13,539
SC57,2023-12-13,14,350
SC57,2023-12-13,15,61
SC57,2023-12-13,16,91
SC57,2023-12-13,17,81
SC57,2023-12-13,18,467
SC57,2023-12-13,19,565
SC57,2023-12-13,20,488
SC57,2023-12-13,21,636
SC57,2023-12-13,22,469
SC57,2023-12-13,23,659
SC57,2023-12-14,0,911
SC57,2023-12-14,1,772
SC57,2023-12-14,2,950
SC57,2023-12-14,3,1353
SC57,2023-12-14,4,1279
SC57,2023-12-14,5,263
SC57,2023-12-14,6,62
SC57,2023-12-14,7,220
SC57,2023-12-14,8,227
SC57,2023-12-14,9,440
SC57,2023-12-14,10,325
SC57,2023-12-14,11,314
SC57,2023-12-14,12,451
SC57,2023-12-14,13,496
SC57,2023-12-14,14,322
SC57,2023-12-14,15,56
SC57,2023-12-14,16,84
SC57,2023-12-14,17,74
SC57,2023-12-14,18,429
SC57,2023-12-14,19,520
SC57,2023-12-14,20,449
SC57,2023-12-14,21,585
SC57,2023-12-14,22,432
SC57,2023-12-14,23,606
SC57,2023-12-15,0,848
SC57,2023-12-15,1,718
SC57,2023-12-15,2,884
SC57,2023-12-15,3,1259
SC57,2023-12-15,4,1190
SC57,2023-12-15,5,245
SC57,2023-12-15,6,57
SC57,2023-12-15,7,204
SC57,2023-12-15,8,212
SC57,2023-12-15,9,409
SC57,2023-12-15,10,303
SC57,2023-12-15,11,292
SC57,2023-12-15,12,420
SC57,2023-12-15,13,461
SC57,2023-12-15,14,300
SC57,2023-12-15,15,52
SC57,2023-12-15,16,78
SC57,2023-12-15,17,69
SC57,2023-12-15,18,400
SC57,2023-12-15,19,484
SC57,2023-12-15,20,418
SC57,2023-12-15,21,544
SC57,2023-12-15,22,402
SC57,2023-12-15,23,564
SC57,2023-12-16,0,731
SC57,2023-12-16,1,619
SC57,2023-12-16,2,762
SC57,2023-12-16,3,1085
SC57,2023-12-16,4,1026
SC57,2023-12-16,5,211
SC57,2023-12-16,6,49
SC57,2023-12-16,7,176
SC57,2023-12-16,8,182
SC57,2023-12-16,9,353
SC57,2023-12-16,10,261
SC57,2023-12-16,11,252
SC57,2023-12-16,12,362
SC57,2023-12-16,13,398
SC57,2023-12-16,14,258
SC57,2023-12-16,15,45
SC57,2023-12-16,16,67
SC57,2023-12-16,17,59
SC57,2023-12-16,18,344
SC57,2023-12-16,19,417
SC57,2023-12-16,20,360
SC57,2023-12-16,21,469
SC57,2023-12-16,22,346
SC57,2023-12-16,23,486
SC57,2023-12-17,0,696
SC57,2023-12-17,1,590
SC57,2023-12-17,2,726
SC57,2023-12-17,3,1033
SC57,2023-12-17,4,977
SC57,2023-12-17,5,201
SC57,2023-12-17,6,47
SC57,2023-12-17,7,168
SC57,2023-12-17,8,174
SC57,2023-12-17,9,336
SC57,2023-12-17,10,249
SC57,2023-12-17,11,240
SC57,2023-12-17,12,344
SC57,2023-12-17,13,379
SC57,2023-12-17,14,246
SC57,2023-12-17,15,43
SC57,2023-12-17,16,64
SC57,2023-12-17,17,57
SC57,2023-12-17,18,328
SC57,2023-12-17,19,397
SC57,2023-12-17,20,343
SC57,2023-12-17,21,447
SC57,2023-12-17,22,330
SC57,2023-12-17,23,463
SC57,2023-12-18,0,679
SC57,2023-12-18,1,575
SC57,2023-12-18,2,707
SC57,2023-12-18,3,1007
SC57,2023-12-18,4,952
SC57,2023-12-18,5,196
SC57,2023-12-18,6,46
SC57,2023-12-18,7,164
SC57,2023-12-18,8,169
SC57,2023-12-18,9,328
SC57,2023-12-18,10,242
SC57,2023-12-18,11,234
SC57,2023-12-18,12,336
SC57,2023-12-18,13,369
SC57,2023-12-18,14,240
SC57,2023-12-18,15,42
SC57,2023-12-18,16,62
SC57,2023-12-18,17,55
SC57,2023-12-18,18,320
SC57,2023-12-18,19,387
SC57,2023-12-18,20,334
SC57,2023-12-18,21,436
SC57,2023-12-18,22,322
SC57,2023-12-18,23,452
SC57,2023-12-19,0,661
SC57,2023-12-19,1,560
SC57,2023-12-19,2,689
SC57,2023-12-19,3,982
SC57,2023-12-19,4,928
SC57,2023-12-19,5,191
SC57,2023-12-19,6,45
SC57,2023-12-19,7,159
SC57,2023-12-19,8,165
SC57,2023-12-19,9,319
SC57,2023-12-19,10,236
SC57,2023-12-19,11,228
SC57,2023-12-19,12,327
SC57,2023-12-19,13,360
SC57,2023-12-19,14,234
SC57,2023-12-19,15,41
SC57,2023-12-19,16,61
SC57,2023-12-19,17,54
SC57,2023-12-19,18,312
SC57,2023-12-19,19,378
SC57,2023-12-19,20,326
SC57,2023-12-19,21,424
SC57,2023-12-19,22,313
SC57,2023-12-19,23,440
SC57,2023-12-20,0,636
SC57,2023-12-20,1,538
SC57,2023-12-20,2,662
SC57,2023-12-20,3,943
SC57,2023-12-20,4,892
SC57,2023-12-20,5,184
SC57,2023-12-20,6,43
SC57,2023-12-20,7,153
SC57,2023-12-20,8,158
SC57,2023-12-20,9,307
SC57,2023-12-20,10,227
SC57,2023-12-20,11,219
SC57,2023-12-20,12,314
SC57,2023-12-20,13,346
SC57,2023-12-20,14,224
SC57,2023-12-20,15,39
SC57,2023-12-20,16,58
SC57,2023-12-20,17,52
SC57,2023-12-20,18,299
SC57,2023-12-20,19,363
SC57,2023-12-20,20,313
SC57,2023-12-20,21,408
SC57,2023-12-20,22,301
SC57,2023-12-20,23,423
SC57,2023-12-21,0,662
SC57,2023-12-21,1,561
SC57,2023-12-21,2,690
SC57,2023-12-21,3,983
SC57,2023-12-21,4,929
SC57,2023-12-21,5,191
SC57,2023-12-21,6,45
SC57,2023-12-21,7,160
SC57,2023-12-21,8,165
SC57,2023-12-21,9,320
SC57,2023-12-21,10,236
SC57,2023-12-21,11,228
SC57,2023-12-21,12,328
SC57,2023-12-21,13,360
SC57,2023-12-21,14,234
SC57,2023-12-21,15,41
SC57,2023-12-21,16,61
SC57,2023-12-21,17,54
SC57,2023-12-21,18,312
SC57,2023-12-21,19,378
SC57,2023-12-21,20,326
SC57,2023-12-21,21,425
SC57,2023-12-21,22,314
SC57,2023-12-21,23,441
SC57,2023-12-22,0,652
SC57,2023-12-22,1,552
SC57,2023-12-22,2,680
SC57,2023-12-22,3,968
SC57,2023-12-22,4,915
SC57,2023-12-22,5,189
SC57,2023-12-22,6,44
SC57,2023-12-22,7,157
SC57,2023-12-22,8,163
SC57,2023-12-22,9,315
SC57,2023-12-22,10,233
SC57,2023-12-22,11,225
SC57,2023-12-22,12,323
SC57,2023-12-22,13,355
SC57,2023-12-22,14,230
SC57,2023-12-22,15,40
SC57,2023-12-22,16,60
SC57,2023-12-22,17,53
SC57,2023-12-22,18,307
SC57,2023-12-22,19,372
SC57,2023-12-22,20,321
SC57,2023-12-22,21,419
SC57,2023-12-22,22,309
SC57,2023-12-22,23,434
SC57,2023-12-23,0,689
SC57,2023-12-23,1,583
SC57,2023-12-23,2,718
SC57,2023-12-23,3,1022
SC57,2023-12-23,4,966
SC57,2023-12-23,5,199
SC57,2023-12-23,6,47
SC57,2023-12-23,7,166
SC57,2023-12-23,8,172
SC57,2023-12-23,9,332
SC57,2023-12-23,10,246
SC57,2023-12-23,11,237
SC57,2023-12-23,12,341
SC57,2023-12-23,13,374
SC57,2023-12-23,14,243
SC57,2023-12-23,15,42
SC57,2023-12-23,16,63
SC57,2023-12-23,17,56
SC57,2023-12-23,18,324
SC57,2023-12-23,19,393
SC57,2023-12-23,20,339
SC57,2023-12-23,21,442
SC57,2023-12-23,22,326
SC57,2023-12-23,23,458
SC57,2023-12-24,0,696
SC57,2023-12-24,1,590
SC57,2023-12-24,2,726
SC57,2023-12-24,3,1034
SC57,2023-12-24,4,977
SC57,2023-12-24,5,201
SC57,2023-12-24,6,47
SC57,2023-12-24,7,168
SC57,2023-12-24,8,174
SC57,2023-12-24,9,336
SC57,2023-12-24,10,249
SC57,2023-12-24,11,240
SC57,2023-12-24,12,345
SC57,2023-12-24,13,379
SC57,2023-12-24,14,246
SC57,2023-12-24,15,43
SC57,2023-12-24,16,64
SC57,2023-12-24,17,57
SC57,2023-12-24,18,328
SC57,2023-12-24,19,398
SC57,2023-12-24,20,343
SC57,2023-12-24,21,447
SC57,2023-12-24,22,330
SC57,2023-12-24,23,463
SC57,2023-12-25,0,689
SC57,2023-12-25,1,583
SC57,2023-12-25,2,718
SC57,2023-12-25,3,1023
SC57,2023-12-25,4,967
SC57,2023-12-25,5,199
SC57,2023-12-25,6,47
SC57,2023-12-25,7,166
SC57,2023-12-25,8,172
SC57,2023-12-25,9,332
SC57,2023-12-25,10,246
SC57,2023-12-25,11,237
SC57,2023-12-25,12,341
SC57,2023-12-25,13,375
SC57,2023-12-25,14,243
SC57,2023-12-25,15,42
SC57,2023-12-25,16,63
SC57,2023-12-25,17,56
SC57,2023-12-25,18,325
SC57,2023-12-25,19,393
SC57,2023-12-25,20,339
SC57,2023-12-25,21,442
SC57,2023-12-25,22,326
SC57,2023-12-25,23,458
SC57,2023-12-26,0,662
SC57,2023-12-26,1,561
SC57,2023-12-26,2,690
SC57,2023-12-26,3,983
SC57,2023-12-26,4,929
SC57,2023-12-26,5,191
SC57,2023-12-26,6,45
SC57,2023-12-26,7,160
SC57,2023-12-26,8,165
SC57,2023-12-26,9,320
SC57,2023-12-26,10,236
SC57,2023-12-26,11,228
SC57,2023-12-26,12,328
SC57,2023-12-26,13,360
SC57,2023-12-26,14,234
SC57,2023-12-26,15,41
SC57,2023-12-26,16,61
SC57,2023-12-26,17,54
SC57,2023-12-26,18,312
SC57,2023-12-26,19,378
SC57,2023-12-26,20,326
SC57,2023-12-26,21,425
SC57,2023-12-26,22,314
SC57,2023-12-26,23,441
SC57,2023-12-27,0,646
SC57,2023-12-27,1,547
SC57,2023-12-27,2,673
SC57,2023-12-27,3,959
SC57,2023-12-27,4,907
SC57,2023-12-27,5,187
SC57,2023-12-27,6,44
SC57,2023-12-27,7,156
SC57,2023-12-27,8,161
SC57,2023-12-27,9,312
SC57,2023-12-27,10,231
SC57,2023-12-27,11,222
SC57,2023-12-27,12,320
SC57,2023-12-27,13,351
SC57,2023-12-27,14,228
SC57,2023-12-27,15,40
SC57,2023-12-27,16,59
SC57,2023-12-27,17,53
SC57,2023-12-27,18,304
SC57,2023-12-27,19,369
SC57,2023-12-27,20,318
SC57,2023-12-27,21,415
SC57,2023-12-27,22,306
SC57,2023-12-27,23,430
SC57,2023-12-28,0,630
SC57,2023-12-28,1,533
SC57,2023-12-28,2,656
SC57,2023-12-28,3,935
SC57,2023-12-28,4,884
SC57,2023-12-28,5,182
SC57,2023-12-28,6,43
SC57,2023-12-28,7,152
SC57,2023-12-28,8,157
SC57,2023-12-28,9,304
SC57,2023-12-28,10,225
SC57,2023-12-28,11,217
SC57,2023-12-28,12,312
SC57,2023-12-28,13,342
SC57,2023-12-28,14,222
SC57,2023-12-28,15,39
SC57,2023-12-28,16,58
SC57,2023-12-28,17,51
SC57,2023-12-28,18,297
SC57,2023-12-28,19,359
SC57,2023-12-28,20,310
SC57,2023-12-28,21,404
SC57,2023-12-28,22,298
SC57,2023-12-28,23,419
SC57,2023-12-29,0,629
SC57,2023-12-29,1,532
SC57,2023-12-29,2,655
SC57,2023-12-29,3,933
SC57,2023-12-29,4,882
SC57,2023-12-29,5,182
SC57,2023-12-29,6,42
SC57,2023-12-29,7,152
SC57,2023-12-29,8,157
SC57,2023-12-29,9,303
SC57,2023-12-29,10,224
SC57,2023-12-29,11,216
SC57,2023-12-29,12,311
SC57,2023-12-29,13,342
SC57,2023-12-29,14,222
SC57,2023-12-29,15,39
SC57,2023-12-29,16,58
SC57,2023-12-29,17,51
SC57,2023-12-29,18,296
SC57,2023-12-29,19,359
SC57,2023-12-29,20,310
SC57,2023-12-29,21,403
SC57,2023-12-29,22,298
SC57,2023-12-29,23,418
SC57,2023-12-30,0,620
SC57,2023-12-30,1,525
SC57,2023-12-30,2,646
SC57,2023-12-30,3,920
SC57,2023-12-30,4,870
SC57,2023-12-30,5,179
SC57,2023-12-30,6,42
SC57,2023-12-30,7,149
SC57,2023-12-30,8,155
SC57,2023-12-30,9,299
SC57,2023-12-30,10,221
SC57,2023-12-30,11,214
SC57,2023-12-30,12,307
SC57,2023-12-30,13,337
SC57,2023-12-30,14,219
SC57,2023-12-30,15,38
SC57,2023-12-30,16,57
SC57,2023-12-30,17,50
SC57,2023-12-30,18,292
SC57,2023-12-30,19,354
SC57,2023-12-30,20,305
SC57,2023-12-30,21,398
SC57,2023-12-30,22,294
SC57,2023-12-30,23,413
SC58,2023-12-1,0,3
SC58,2023-12-1,1,0
SC58,2023-12-1,2,0
SC58,2023-12-1,3,0
SC58,2023-12-1,4,0
SC58,2023-12-1,5,1
SC58,2023-12-1,6,2
SC58,2023-12-1,7,2
SC58,2023-12-1,8,4
SC58,2023-12-1,9,21
SC58,2023-12-1,10,43
SC58,2023-12-1,11,89
SC58,2023-12-1,12,8
SC58,2023-12-1,13,31
SC58,2023-12-1,14,38
SC58,2023-12-1,15,39
SC58,2023-12-1,16,32
SC58,2023-12-1,17,66
SC58,2023-12-1,18,52
SC58,2023-12-1,19,244
SC58,2023-12-1,20,67
SC58,2023-12-1,21,4
SC58,2023-12-1,22,6
SC58,2023-12-1,23,124
SC58,2023-12-2,0,3
SC58,2023-12-2,1,0
SC58,2023-12-2,2,0
SC58,2023-12-2,3,0
SC58,2023-12-2,4,0
SC58,2023-12-2,5,1
SC58,2023-12-2,6,3
SC58,2023-12-2,7,2
SC58,2023-12-2,8,5
SC58,2023-12-2,9,23
SC58,2023-12-2,10,49
SC58,2023-12-2,11,100
SC58,2023-12-2,12,8
SC58,2023-12-2,13,35
SC58,2023-12-2,14,42
SC58,2023-12-2,15,43
SC58,2023-12-2,16,36
SC58,2023-12-2,17,74
SC58,2023-12-2,18,58
SC58,2023-12-2,19,274
SC58,2023-12-2,20,76
SC58,2023-12-2,21,5
SC58,2023-12-2,22,6
SC58,2023-12-2,23,139
SC58,2023-12-3,0,3
SC58,2023-12-3,1,0
SC58,2023-12-3,2,0
SC58,2023-12-3,3,0
SC58,2023-12-3,4,0
SC58,2023-12-3,5,1
SC58,2023-12-3,6,3
SC58,2023-12-3,7,2
SC58,2023-12-3,8,5
SC58,2023-12-3,9,25
SC58,2023-12-3,10,51
SC58,2023-12-3,11,105
SC58,2023-12-3,12,9
SC58,2023-12-3,13,37
SC58,2023-12-3,14,44
SC58,2023-12-3,15,45
SC58,2023-12-3,16,37
SC58,2023-12-3,17,77
SC58,2023-12-3,18,61
SC58,2023-12-3,19,287
SC58,2023-12-3,20,79
SC58,2023-12-3,21,5
SC58,2023-12-3,22,7
SC58,2023-12-3,23,146
SC58,2023-12-4,0,3
SC58,2023-12-4,1,0
SC58,2023-12-4,2,0
SC58,2023-12-4,3,0
SC58,2023-12-4,4,0
SC58,2023-12-4,5,1
SC58,2023-12-4,6,3
SC58,2023-12-4,7,2
SC58,2023-12-4,8,5
SC58,2023-12-4,9,24
SC58,2023-12-4,10,50
SC58,2023-12-4,11,103
SC58,2023-12-4,12,9
SC58,2023-12-4,13,36
SC58,2023-12-4,14,43
SC58,2023-12-4,15,44
SC58,2023-12-4,16,37
SC58,2023-12-4,17,75
SC58,2023-12-4,18,59
SC58,2023-12-4,19,280
SC58,2023-12-4,20,77
SC58,2023-12-4,21,5
SC58,2023-12-4,22,6
SC58,2023-12-4,23,143
SC58,2023-12-5,0,3
SC58,2023-12-5,1,0
SC58,2023-12-5,2,0
SC58,2023-12-5,3,0
SC58,2023-12-5,4,0
SC58,2023-12-5,5,1
SC58,2023-12-5,6,3
SC58,2023-12-5,7,2
SC58,2023-12-5,8,5
SC58,2023-12-5,9,23
SC58,2023-12-5,10,47
SC58,2023-12-5,11,97
SC58,2023-12-5,12,8
SC58,2023-12-5,13,34
SC58,2023-12-5,14,41
SC58,2023-12-5,15,42
SC58,2023-12-5,16,35
SC58,2023-12-5,17,71
SC58,2023-12-5,18,56
SC58,2023-12-5,19,265
SC58,2023-12-5,20,73
SC58,2023-12-5,21,5
SC58,2023-12-5,22,6
SC58,2023-12-5,23,135
SC58,2023-12-6,0,3
SC58,2023-12-6,1,0
SC58,2023-12-6,2,0
SC58,2023-12-6,3,0
SC58,2023-12-6,4,0
SC58,2023-12-6,5,1
SC58,2023-12-6,6,2
SC58,2023-12-6,7,2
SC58,2023-12-6,8,4
SC58,2023-12-6,9,21
SC58,2023-12-6,10,44
SC58,2023-12-6,11,91
SC58,2023-12-6,12,8
SC58,2023-12-6,13,32
SC58,2023-12-6,14,38
SC58,2023-12-6,15,39
SC58,2023-12-6,16,32
SC58,2023-12-6,17,67
SC58,2023-12-6,18,53
SC58,2023-12-6,19,248
SC58,2023-12-6,20,68
SC58,2023-12-6,21,4
SC58,2023-12-6,22,6
SC58,2023-12-6,23,126
SC58,2023-12-7,0,3
SC58,2023-12-7,1,0
SC58,2023-12-7,2,0
SC58,2023-12-7,3,0
SC58,2023-12-7,4,0
SC58,2023-12-7,5,1
SC58,2023-12-7,6,2
SC58,2023-12-7,7,2
SC58,2023-12-7,8,4
SC58,2023-12-7,9,21
SC58,2023-12-7,10,44
SC58,2023-12-7,11,91
SC58,2023-12-7,12,8
SC58,2023-12-7,13,32
SC58,2023-12-7,14,38
SC58,2023-12-7,15,39
